ID,Gender,Household income,Method,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Availability,Quality,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume in lpcd,Shortest distance,Height diff,LULC
856,male,70000,delivered,1,5,107,76,42,165,not_often,good,210,0,0,0,0,50,92.42,3,7
857,male,55000,carried,1,3,107,76,42,285,often,good,330,0,0,0,0,80,217.86,6,7
858,female,55000,delivered,1,6,107,76,32,330,often,good,380,0,0,0,0,90,208.2,3,7
859,female,105000,delivered,1,6,107,76,72,210,often,good,260,0,0,0,0,60,354.35,0,7
860,male,90000,delivered,1,6,107,76,72,210,often,good,260,0,0,0,0,60,340.07,9,7
861,female,85000,delivered,1,3,107,76,42,285,not_often,fair,330,0,0,0,0,80,259.7,7,7
862,male,65000,carried,1,5,107,76,82,165,not_often,fair,210,0,0,0,0,50,257.74,6,7
863,female,65000,carried,1,5,107,76,82,165,not_often,good,210,0,0,0,0,50,174.89,4,7
864,male,45000,delivered,1,3,107,76,42,285,not_often,fair,330,0,0,0,0,80,308.3,5,7
865,male,60000,delivered,1,3,107,76,42,285,often,fair,330,0,0,0,0,80,274.15,10,7
866,female,60000,delivered,1,3,107,76,42,285,often,good,330,0,0,0,0,80,212.48,5,7
867,female,105000,carried,1,3,107,76,42,285,not_often,fair,330,0,0,0,0,80,117.28,4,7
868,female,100000,carried,1,6,107,76,13,405,not_often,fair,450,0,0,0,0,110,37.64,2,7
869,male,65000,delivered,1,5,107,76,82,165,often,good,210,0,0,0,0,50,95.52,1,7
870,female,90000,delivered,1,6,107,76,18,360,often,good,410,0,0,0,0,100,169.1,2,7
871,female,90000,delivered,1,5,107,76,82,165,often,good,210,0,0,0,0,50,278,7,7
872,male,90000,delivered,1,3,107,76,8,765,not_often,fair,280,0,0,0,0,200,254.75,4,7
873,female,90000,delivered,1,4,107,76,32,285,often,fair,330,0,0,0,0,80,346.9,5,7
874,male,90000,delivered,1,4,107,76,88,165,not_often,fair,210,0,0,0,0,50,417,9,7
875,male,50000,delivered,1,4,107,76,88,165,often,good,210,0,0,0,0,50,405.19,12,7
876,male,90000,delivered,1,6,107,76,18,405,not_often,good,450,0,0,0,0,110,413.7,6,7
877,male,40000,delivered,1,4,107,76,62,120,not_often,fair,170,0,0,0,0,40,349.95,6,7
878,male,80000,delivered,1,4,107,76,32,285,not_often,good,330,0,0,0,0,80,202.08,4,7
879,male,50000,delivered,1,4,107,76,88,165,not_often,fair,210,0,0,0,0,50,294.33,5,7
880,male,60000,delivered,1,3,107,76,42,285,not_often,fair,330,0,0,0,0,80,424.84,3,7
881,male,105000,delivered,1,3,107,76,8,720,often,good,380,0,0,0,0,190,52.4,0,7
882,female,55000,carried,1,3,107,76,8,765,often,fair,280,0,0,0,0,200,196.73,1,7
883,female,75000,carried,1,5,107,76,42,165,not_often,good,210,0,0,0,0,50,278.23,0,7
884,male,70000,carried,1,5,107,76,42,165,not_often,fair,210,0,0,0,0,50,171.01,7,7
885,female,70000,carried,1,5,107,76,42,165,often,good,210,0,0,0,0,50,102.96,7,7
886,male,60000,carried,1,3,107,76,42,285,not_often,good,330,0,0,0,0,80,91.55,1,7
887,female,50000,carried,1,4,107,76,88,165,often,fair,210,0,0,0,0,50,98.68,2,7
888,male,50000,carried,1,4,107,76,88,165,often,fair,210,0,0,0,0,50,258.05,1,7
889,male,95000,carried,1,6,107,76,8,405,often,good,450,0,0,0,0,110,187.95,1,7
890,male,60000,delivered,1,4,107,76,42,285,not_often,good,330,0,0,0,0,80,227.38,6,7
891,male,100000,delivered,1,4,107,76,7,570,not_often,fair,280,0,0,0,1,150,167.24,3,7
892,female,100000,carried,1,6,107,76,17,360,not_often,good,410,0,0,0,0,100,190.38,5,7
893,female,100000,delivered,1,6,107,76,32,330,often,good,380,0,0,0,0,90,88.57,4,7
894,male,100000,carried,1,6,107,76,72,210,not_often,fair,260,0,0,0,0,60,60.77,0,7
895,male,100000,delivered,1,3,107,76,42,285,often,good,330,0,0,0,0,80,200.83,8,7
896,female,100000,delivered,1,6,107,76,32,330,often,fair,380,0,0,0,0,90,205.06,8,7
897,female,40000,delivered,1,6,107,76,17,360,often,fair,410,0,0,0,0,100,158.38,7,7
898,male,100000,carried,1,3,107,76,7,360,not_often,good,410,0,0,0,0,220,150.12,5,7
899,female,40000,carried,1,4,107,76,82,120,not_often,good,170,0,0,0,0,40,38.08,0,7
900,female,105000,carried,1,6,107,76,17,405,not_often,good,450,0,0,0,0,110,103.58,2,7
901,female,100000,carried,1,3,284,74,7,765,often,good,280,0,0,0,0,200,312.75,9,7
902,female,105000,carried,1,6,284,74,32,330,often,good,380,0,0,0,0,90,236.03,0,7
903,female,45000,delivered,1,3,284,74,42,285,not_often,fair,330,0,0,0,0,80,278.79,0,7
904,female,105000,delivered,1,5,284,74,72,165,not_often,good,210,0,0,0,0,50,166.71,0,7
905,male,40000,delivered,1,4,284,74,72,120,not_often,fair,170,0,0,0,0,40,227.27,2,7
906,female,75000,delivered,1,4,284,74,42,285,often,good,330,0,0,0,0,80,281.37,7,7
907,female,40000,delivered,1,4,284,74,82,120,often,good,170,0,0,0,0,40,279.51,5,7
908,male,70000,delivered,1,5,284,74,72,165,often,good,210,0,0,0,0,50,156.26,8,7
909,male,45000,delivered,1,3,284,74,42,285,often,good,330,0,0,0,0,80,244.44,2,7
910,female,85000,delivered,1,6,284,74,17,405,not_often,good,450,0,0,0,0,110,317.65,5,7
911,male,65000,delivered,1,5,284,74,72,165,not_often,fair,210,0,0,0,0,50,317.83,12,7
912,male,65000,delivered,1,5,284,74,72,165,often,fair,210,0,0,0,0,50,343.01,12,7
913,male,75000,delivered,1,4,284,74,42,285,often,fair,330,0,0,0,0,80,394.97,9,7
914,female,90000,delivered,1,6,284,74,17,360,often,good,410,0,0,0,0,100,324.3,7,7
915,female,90000,well,1,6,284,74,17,360,often,good,410,0,0,0,0,100,343.83,9,7
916,male,90000,delivered,1,4,284,74,42,285,not_often,fair,330,0,0,0,0,80,349.26,6,7
917,male,90000,delivered,1,4,284,74,7,570,not_often,good,280,0,0,0,0,150,375.37,10,7
918,female,90000,carried,1,6,284,74,17,360,often,fair,410,0,0,0,0,100,90.67,8,7
919,female,90000,carried,1,3,284,74,42,285,often,good,330,0,0,0,0,80,149.16,5,7
920,female,75000,carried,1,4,284,74,32,285,often,good,330,0,0,0,0,80,119,9,7
921,female,100000,delivered,1,4,284,74,7,645,not_often,fair,400,0,0,0,0,170,223.45,10,7
922,female,70000,delivered,1,5,284,74,72,165,often,fair,210,0,0,0,0,50,247,2,7
923,female,95000,carried,1,6,284,74,17,360,not_often,very good,410,0,0,0,0,100,111.14,1,7
924,female,60000,delivered,1,3,284,74,37,285,not_often,fair,330,0,0,0,0,80,163.23,2,7
925,female,70000,delivered,1,6,284,74,32,330,often,fair,380,0,0,0,0,90,159.89,3,7
926,male,75000,delivered,1,4,284,74,42,285,not_often,good,330,0,0,0,0,80,281.17,9,7
927,female,80000,carried,1,4,284,74,42,150,often,good,200,0,0,0,0,80,81.27,1,7
928,female,75000,delivered,1,4,284,74,42,350,often,fair,400,0,0,0,0,80,199.46,6,7
929,female,105000,delivered,1,3,284,74,7,550,not_often,good,450,0,0,0,0,200,149.69,4,7
930,female,45000,delivered,1,3,284,74,42,285,often,good,330,0,0,0,0,80,223.37,5,7
931,male,45000,delivered,1,6,284,74,92,285,often,good,330,0,0,0,0,30,295.1,6,7
932,male,45000,delivered,1,4,284,74,82,120,often,good,170,0,0,0,0,40,336.15,15,7
933,male,45000,delivered,1,4,284,74,7,360,not_often,fair,410,0,0,0,0,150,320.33,13,7
934,male,45000,delivered,1,4,284,74,42,285,not_often,good,330,0,0,0,0,80,272.39,3,7
935,male,50000,delivered,1,4,284,74,82,120,often,fair,170,0,0,0,0,40,256.01,14,7
936,female,75000,delivered,1,4,284,74,42,350,not_often,good,400,0,0,0,0,80,188.49,6,7
937,female,80000,delivered,1,6,284,74,17,405,often,fair,450,0,0,0,0,110,109.07,3,7
938,female,105000,carried,1,3,284,74,62,210,often,good,260,0,0,0,0,60,144.25,0,7
939,female,75000,delivered,1,4,284,74,32,285,not_often,good,330,0,0,0,0,80,63.81,1,7
940,female,90000,carried,1,6,284,74,17,360,often,fair,410,0,0,0,0,100,67.54,1,7
941,male,85000,carried,1,6,284,74,17,405,not_often,fair,450,0,0,0,0,110,38.83,1,7
942,male,45000,delivered,1,3,284,74,42,285,not_often,fair,330,0,0,0,0,80,96.02,3,7
943,female,100000,carried,1,3,284,74,42,150,not_often,fair,200,0,0,0,0,80,188.74,16,7
944,female,50000,carried,1,4,284,74,82,120,often,good,170,0,0,0,0,40,146.25,6,7
945,female,65000,delivered,1,5,284,74,72,165,not_often,fair,210,0,0,0,0,50,179.51,2,7
946,female,75000,delivered,1,4,284,74,42,285,often,fair,330,0,0,0,0,80,139.04,1,7
947,female,75000,delivered,1,4,284,74,37,280,not_often,good,330,0,0,0,0,80,243.4,10,7
948,male,75000,carried,1,4,284,74,37,285,not_often,fair,330,0,0,0,0,80,71.03,0,7
949,male,75000,delivered,1,6,284,74,17,200,not_often,good,250,0,0,0,0,100,115.97,3,7
950,female,75000,delivered,1,4,284,74,72,120,often,fair,170,0,0,0,0,40,187,12,7
951,female,75000,delivered,1,3,284,74,37,150,not_often,good,200,0,0,0,0,80,107.84,7,7
952,female,40000,delivered,1,4,284,74,72,120,not_often,fair,170,0,0,0,0,40,131.32,5,7
953,female,55000,delivered,1,3,284,74,37,285,often,fair,330,0,0,0,0,80,201.23,6,7
954,female,100000,delivered,1,4,284,74,22,360,not_often,good,410,0,0,0,0,100,214.7,11,7
955,female,45000,delivered,1,3,284,74,37,285,often,good,330,0,0,0,0,80,272.03,17,7
956,female,45000,delivered,1,6,284,74,47,210,often,fair,260,0,0,0,0,60,419.31,26,7
957,female,40000,delivered,1,4,284,74,72,120,often,good,170,0,0,0,0,40,405.05,27,7
958,female,55000,delivered,1,3,284,74,42,285,not_often,very good,330,0,0,0,0,80,792.91,37,11
959,female,95000,delivered,1,6,284,74,47,210,often,good,260,0,0,0,0,60,648.04,25,7
960,female,50000,delivered,1,4,284,74,72,120,not_often,good,170,0,0,0,0,40,569.08,25,7
961,female,60000,delivered,1,3,284,74,37,285,not_often,good,330,0,0,0,0,80,494.01,19,7
962,female,60000,delivered,1,6,284,74,47,210,not_often,good,260,0,0,0,0,60,465.7,19,7
963,female,85000,delivered,1,6,284,74,47,210,often,good,260,0,0,0,0,60,611.74,23,7
964,female,105000,delivered,1,3,284,74,32,330,often,fair,380,0,0,0,0,90,730.95,30,7
965,female,85000,delivered,1,6,284,74,47,210,often,fair,260,0,0,0,0,60,644.66,33,7
966,female,50000,delivered,1,4,284,74,72,120,not_often,fair,170,0,0,0,0,40,475.62,24,7
967,female,100000,delivered,1,4,284,74,47,285,not_often,good,330,0,0,0,1,80,576.34,29,7
968,female,65000,delivered,1,5,284,74,72,165,often,good,210,0,0,0,0,50,472.02,22,11
969,female,65000,delivered,1,6,284,74,47,210,not_often,good,260,0,0,0,0,60,390.23,26,7
970,female,65000,delivered,1,6,284,74,47,210,not_often,fair,260,0,0,0,0,60,328.87,26,7
971,female,65000,delivered,1,4,284,74,72,165,often,good,210,0,0,0,0,50,241.15,11,7
972,female,65000,delivered,1,4,284,74,72,120,not_often,fair,170,0,0,0,0,40,141.82,1,7
973,female,105000,carried,1,3,284,74,7,350,often,fair,400,0,0,0,0,120,68.88,1,7
974,female,105000,delivered,1,4,284,74,32,330,not_often,good,380,0,0,0,0,90,129.6,3,7
975,female,95000,delivered,1,5,284,74,72,165,not_often,good,210,0,0,0,0,50,256.73,22,7
976,female,60000,delivered,1,3,284,74,42,285,often,fair,330,0,0,0,0,80,320.25,21,7
977,male,85000,carried,1,6,284,74,77,210,not_often,good,260,0,0,0,0,60,99.92,7,7
978,male,100000,delivered,1,6,284,74,77,210,not_often,good,260,0,0,0,0,60,349.89,6,7
979,female,70000,delivered,1,5,284,74,72,165,not_often,fair,210,0,0,0,0,50,562.47,9,7
980,female,50000,delivered,1,4,284,74,72,165,often,fair,210,0,0,0,0,50,711.4,6,7
981,female,85000,delivered,1,6,284,74,77,210,not_often,fair,260,0,0,0,0,60,678.28,13,7
982,male,80000,delivered,1,4,284,74,42,285,not_often,good,330,0,0,0,0,80,801.24,21,7
983,female,80000,delivered,1,5,284,74,72,165,often,good,210,0,0,0,0,50,848.38,3,7
984,female,80000,delivered,1,6,284,74,77,210,often,good,260,0,0,0,0,60,777.41,12,7
985,male,80000,delivered,1,3,284,74,42,285,not_often,good,330,0,0,0,0,80,867.16,10,7
986,female,85000,delivered,1,6,284,74,77,210,not_often,fair,260,0,0,0,0,60,818.21,12,7
987,male,55000,delivered,1,3,284,74,37,285,not_often,good,330,0,0,0,0,80,888.79,18,7
988,female,55000,delivered,1,4,284,74,37,285,not_often,fair,330,0,0,0,0,80,738.36,5,7
989,female,60000,delivered,1,6,284,74,47,210,often,fair,260,0,0,0,0,60,675.67,8,7
990,female,90000,delivered,1,6,284,74,47,210,often,good,260,0,0,0,0,60,636.03,1,7
991,female,45000,delivered,1,3,284,74,42,285,not_often,fair,330,0,0,0,0,80,581.61,1,7
992,female,45000,delivered,1,3,284,74,42,285,not_often,fair,330,0,0,0,0,80,504.73,7,7
993,male,45000,delivered,1,3,284,74,7,400,often,good,450,0,0,0,0,130,554.22,1,7
994,female,45000,delivered,1,4,284,74,82,120,not_often,fair,170,0,0,0,0,40,476.18,3,7
995,male,45000,delivered,1,6,284,74,47,210,not_often,fair,260,0,0,0,0,60,419.65,0,7
996,female,45000,delivered,1,5,284,74,72,165,not_often,good,210,0,0,0,0,50,572.07,12,7
997,female,45000,delivered,1,6,284,74,47,150,not_often,fair,200,0,0,0,0,60,479.15,4,7
998,male,105000,delivered,1,4,284,74,32,330,often,good,380,0,0,0,0,90,353.14,5,7
999,female,95000,delivered,1,6,284,74,47,210,often,good,260,0,0,0,0,60,542.37,10,7
1000,female,50000,delivered,1,4,284,74,72,165,not_often,good,210,0,0,0,0,50,349.41,7,7
1001,female,60000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80,89.81,1,7
1002,female,55000,delivered,1,6,0,75,77,210,not_often,fair,260,0,0,0,0,60,127.12,3,7
1003,female,40000,delivered,1,4,0,75,82,280,often,fair,330,0,0,0,0,40,155.24,1,7
1004,female,40000,delivered,1,4,0,75,82,120,not_often,good,170,0,0,0,0,40,230.2,6,7
1005,female,105000,delivered,1,6,0,75,42,180,often,good,230,0,0,0,0,80,190.37,10,7
1006,female,85000,well,1,6,0,75,32,330,not_often,poor,380,0,0,0,0,90,195.8,3,7
1007,female,100000,delivered,1,4,0,75,7,480,often,good,300,0,0,0,0,130,190.34,9,7
1008,female,100000,delivered,1,6,0,75,37,285,not_often,good,330,0,0,0,0,80,113.44,14,7
1009,male,85000,delivered,1,6,0,75,47,210,not_often,fair,260,0,0,0,0,60,186.42,2,7
1010,female,105000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90,82.46,2,7
1011,female,50000,delivered,1,4,0,75,82,120,not_often,good,170,0,0,0,0,40,156.71,6,7
1012,female,60000,delivered,1,3,0,75,42,285,often,fair,330,0,0,0,0,80,218.08,8,7
1013,female,105000,carried,1,6,0,75,42,150,not_often,fair,200,0,0,0,0,80,166.4,4,7
1014,female,95000,carried,1,6,0,75,32,330,not_often,fair,380,0,0,0,0,90,133.65,1,7
1015,female,85000,carried,1,6,0,75,42,285,often,very good,330,0,0,0,0,80,107.87,3,7
1016,female,100000,carried,1,6,0,75,32,330,often,fair,380,0,0,0,0,90,78.26,3,7
1017,male,75000,delivered,1,4,0,75,42,285,not_often,good,330,0,0,0,0,80,124.53,7,7
1018,female,90000,carried,1,6,0,75,32,200,not_often,fair,250,0,0,0,0,90,127.53,4,7
1019,male,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80,156.59,12,7
1020,female,65000,carried,1,5,0,75,12,405,not_often,fair,450,0,0,0,0,110,81.02,3,7
1021,female,65000,carried,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50,47.01,3,7
1022,male,85000,delivered,1,6,0,75,37,285,often,fair,330,0,0,0,0,80,77.16,3,7
1023,female,105000,carried,1,6,0,75,22,360,not_often,fair,410,0,0,0,0,100,86,0,7
1024,male,50000,carried,1,4,0,75,77,165,often,fair,210,0,0,0,1,50,170.11,10,7
1025,female,50000,carried,1,6,0,75,22,360,not_often,fair,410,0,0,0,0,100,104.81,6,7
1026,female,50000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40,79.16,3,7
1027,female,50000,delivered,1,4,0,75,77,165,often,fair,210,0,0,0,0,50,158.86,15,7
1028,male,70000,carried,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50,113.6,5,7
1029,male,100000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60,69.66,1,7
1030,male,100000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60,141.43,2,7
1031,male,40000,carried,1,4,0,75,72,120,often,fair,170,0,0,0,0,40,133.6,3,7
1032,male,55000,carried,1,3,0,75,37,285,not_often,fair,330,0,0,0,0,80,182.92,9,7
1033,male,40000,carried,1,4,0,75,72,120,often,good,170,0,0,0,0,40,138.5,11,7
1034,female,40000,delivered,1,3,0,75,37,300,not_often,good,350,0,0,0,0,80,76.58,1,7
1035,female,40000,delivered,1,3,0,75,37,285,not_often,good,330,0,0,0,0,80,46.62,0,7
1036,female,45000,carried,1,3,0,75,37,180,often,good,230,0,0,0,0,80,114.34,3,7
1037,female,75000,delivered,1,4,0,75,37,285,often,good,330,0,0,0,0,80,49.48,0,7
1038,female,55000,delivered,1,3,0,75,37,285,not_often,fair,330,0,0,0,0,80,143.54,7,7
1039,female,50000,delivered,1,4,0,75,72,165,often,fair,210,0,0,0,0,50,85.01,3,7
1040,female,60000,delivered,1,3,0,75,37,200,often,fair,250,0,0,0,0,80,156.01,9,7
1041,female,45000,delivered,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80,101.91,5,7
1042,female,60000,delivered,1,3,0,75,37,285,not_often,good,330,0,0,0,0,80,92.89,4,7
1043,female,80000,delivered,1,4,0,75,37,150,not_often,good,200,0,0,0,0,80,44.65,0,7
1044,male,55000,carried,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80,105.8,0,7
1045,female,70000,carried,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50,60.31,11,7
1046,male,65000,delivered,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50,107.28,4,7
1047,male,95000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60,157.54,1,7
1048,male,70000,delivered,1,5,0,75,72,165,often,fair,210,0,0,0,0,50,200.01,4,7
1049,male,105000,delivered,1,3,0,75,12,500,not_often,good,550,0,0,0,0,120,236.08,4,7
1050,male,105000,delivered,1,4,0,75,32,330,not_often,good,380,0,0,0,0,90,222,1,7
1051,female,60000,delivered,1,3,0,75,37,285,often,fair,330,0,0,0,0,80,286.5,7,7
1052,male,95000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60,285.95,1,7
1053,female,90000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60,162.56,5,7
1054,female,95000,carried,1,6,0,75,47,100,not_often,fair,150,0,0,0,0,60,256.56,6,7
1055,male,95000,carried,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60,171.09,5,7
1056,male,100000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60,150.36,0,7
1057,female,40000,delivered,1,4,0,75,72,300,often,good,350,0,0,0,0,40,249.83,2,7
1058,female,45000,delivered,1,3,0,75,37,285,often,good,330,0,0,0,0,80,325.07,5,7
1059,male,70000,carried,1,5,0,75,72,165,often,fair,210,0,0,0,0,50,319.27,1,7
1060,female,70000,carried,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50,259.12,0,7
1061,male,80000,carried,1,4,0,75,37,285,often,good,330,0,0,0,0,80,179.64,1,7
1062,female,50000,delivered,1,4,0,75,72,165,often,fair,210,0,0,0,0,50,277.14,1,7
1063,female,75000,delivered,1,4,0,75,32,200,often,fair,250,0,0,0,0,80,159.81,1,7
1064,female,55000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80,127.14,1,7
1065,male,75000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80,48.85,0,7
1066,female,75000,carried,1,4,0,75,37,150,not_often,fair,200,0,0,0,0,80,101.08,2,7
1067,female,75000,delivered,1,6,0,75,47,210,not_often,fair,260,0,0,0,0,60,176.51,1,7
1068,female,75000,delivered,1,4,0,75,32,285,not_often,fair,330,0,0,0,0,80,204.13,0,7
1069,male,60000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80,281.04,1,7
1070,female,90000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60,252.24,2,7
1071,male,100000,delivered,1,4,0,75,22,200,not_often,fair,250,0,0,0,0,100,264.37,3,7
1072,female,90000,carried,1,6,0,75,47,210,not_often,fair,260,0,0,0,0,60,192.21,4,7
1073,female,70000,carried,1,5,0,75,72,165,often,fair,210,0,0,0,0,50,125.26,0,7
1074,female,60000,delivered,1,3,0,75,37,285,not_often,fair,330,0,0,0,0,80,129.4,2,7
1075,male,85000,carried,1,6,0,75,47,210,often,good,260,0,0,0,0,60,65.86,0,7
1076,female,85000,delivered,1,3,0,75,37,285,often,fair,330,0,0,0,0,80,148,2,7
1077,male,85000,carried,1,4,0,75,72,400,often,fair,450,0,0,0,0,40,99.73,1,7
1078,male,85000,delivered,1,5,0,75,72,165,often,fair,210,0,0,0,0,50,66.21,1,7
1079,male,85000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40,70.18,1,7
1080,male,70000,delivered,1,5,0,75,72,165,often,fair,210,0,0,0,0,50,124.91,8,7
1081,female,40000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40,64.47,4,7
1082,male,95000,delivered,1,6,0,75,47,150,not_often,fair,200,0,0,0,0,60,39.6,5,7
1083,female,105000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60,88.46,2,7
1084,female,105000,carried,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60,121.49,2,7
1085,male,90000,delivered,1,6,0,75,47,210,not_often,fair,260,0,0,0,0,60,160.1,11,7
1086,female,55000,carried,1,3,0,75,37,400,not_often,good,450,0,0,0,0,80,154.95,1,7
1087,male,80000,carried,1,4,0,75,37,285,not_often,fair,330,0,0,0,0,80,63.29,1,7
1088,female,80000,delivered,1,4,0,75,72,165,not_often,good,210,0,0,0,0,50,53.71,5,7
1089,female,80000,delivered,1,3,0,75,42,450,not_often,fair,500,0,0,0,0,80,95.34,7,7
1090,male,80000,delivered,1,6,0,75,47,210,often,fair,260,0,0,0,0,60,66.07,2,7
1091,male,80000,carried,1,6,0,75,47,210,often,good,260,0,0,0,0,60,71.01,1,7
1092,male,50000,delivered,1,4,0,75,72,165,often,fair,210,0,0,0,0,50,87.6,1,7
1093,male,90000,carried,1,6,0,75,47,450,often,fair,500,0,0,0,0,60,134.66,2,7
1094,female,40000,delivered,1,4,0,75,72,120,often,fair,170,0,0,0,0,40,94.43,2,7
1095,male,90000,carried,1,6,0,75,47,210,often,fair,260,0,0,0,0,60,12.04,0,7
1096,male,90000,carried,1,4,0,75,37,350,not_often,good,400,0,0,0,0,80,19.1,2,7
1097,male,90000,carried,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80,82.46,1,7
1098,male,90000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40,63.89,1,7
1099,female,90000,carried,1,6,0,75,47,210,often,good,260,0,0,0,0,60,72.12,2,7
1100,male,90000,carried,1,3,0,75,37,285,not_often,fair,330,0,0,0,0,80,124.47,2,7
1101,male,55000,delivered,1,3,107,76,37,285,not_often,good,330,0,0,0,0,80,248.58,7,7
1102,male,105000,delivered,1,6,107,76,122,285,not_often,fair,330,0,0,0,0,20,225.62,4,7
1103,female,100000,delivered,1,6,107,76,47,210,not_often,good,260,0,0,0,0,60,200.39,9,7
1104,male,40000,delivered,1,4,107,76,72,350,not_often,good,400,0,0,0,0,40,149.91,4,7
1105,male,70000,delivered,1,5,107,76,72,165,not_often,good,210,0,0,0,0,50,144.8,7,7
1106,male,85000,carried,1,6,107,76,47,210,often,good,260,0,0,0,0,60,82.13,4,7
1107,male,50000,delivered,1,4,107,76,72,300,not_often,very good,350,0,0,0,0,40,117.2,0,7
1108,male,40000,carried,1,4,107,76,72,120,not_often,good,170,0,0,0,0,40,101.65,4,7
1109,female,70000,carried,1,5,107,76,42,165,often,fair,210,0,0,0,0,50,110,3,7
1110,male,75000,delivered,1,4,107,76,32,285,often,fair,330,0,0,0,0,80,30.41,3,7
1111,female,85000,delivered,1,6,107,76,47,210,often,fair,260,0,0,0,0,60,43.17,4,7
1112,male,60000,delivered,1,3,107,76,42,200,often,fair,250,0,0,0,0,80,82.57,6,7
1113,female,60000,carried,1,3,107,76,47,285,not_often,fair,330,0,0,0,0,80,58.82,1,7
1114,male,60000,carried,1,4,107,76,72,165,often,good,210,0,0,0,0,50,60.5,5,7
1115,female,60000,carried,1,6,107,76,47,210,often,fair,260,0,0,0,0,60,122.87,4,7
1116,female,60000,delivered,1,6,107,76,122,210,not_often,good,260,0,0,0,0,20,170.88,4,7
1117,male,50000,delivered,1,4,107,76,72,120,often,good,170,0,0,0,0,40,175.32,3,7
1118,female,40000,carried,1,4,107,76,72,120,often,fair,170,0,0,0,0,40,108.81,2,7
1119,female,40000,delivered,1,4,107,76,62,120,not_often,good,170,0,0,0,0,40,204.69,5,7
1120,female,40000,borehole,1,4,107,76,62,120,often,fair,170,0,0,0,0,40,166.03,2,7
1121,female,60000,carried,1,3,107,76,42,285,not_often,good,330,0,0,0,0,80,217.22,4,7
1122,male,75000,delivered,1,4,107,76,32,285,often,good,330,0,0,0,0,80,276.16,2,7
1123,female,75000,delivered,1,4,107,76,32,285,often,good,330,0,0,0,0,80,223.89,3,7
1124,male,75000,delivered,1,3,107,76,42,285,often,fair,330,0,0,0,0,80,330.22,13,7
1125,male,105000,delivered,1,6,107,76,92,285,not_often,good,330,0,0,0,0,30,281.44,2,7
1126,female,70000,delivered,1,5,107,76,42,165,not_often,good,210,0,0,0,0,50,210.21,1,7
1127,female,80000,delivered,1,4,107,76,32,285,often,good,330,0,0,0,0,80,347.48,0,7
1128,female,65000,delivered,1,5,107,76,42,165,often,fair,210,0,0,0,0,50,370.11,8,7
1129,female,80000,delivered,1,4,107,76,32,285,often,good,330,0,0,0,0,80,274.48,3,7
1130,male,50000,delivered,1,4,107,76,72,165,not_often,fair,210,0,0,0,0,50,134.18,3,7
1131,male,80000,delivered,1,4,107,76,32,285,not_often,fair,330,0,0,0,0,80,104.79,3,7
1132,female,40000,delivered,1,4,107,76,72,120,often,fair,170,0,0,0,0,40,24.17,1,7
1133,female,80000,delivered,1,4,107,76,32,285,often,fair,330,0,0,0,0,80,136.57,2,7
1134,female,90000,delivered,1,6,107,76,22,200,often,fair,250,0,0,0,0,100,219.02,1,7
1135,male,100000,delivered,1,6,107,76,22,405,often,good,450,0,0,0,0,110,277.71,5,7
1136,female,100000,delivered,1,6,107,76,22,405,not_often,good,450,0,0,0,0,110,283.71,5,7
1137,female,100000,delivered,1,6,107,76,122,405,often,fair,450,0,0,0,0,20,422.49,10,7
1138,female,100000,delivered,1,4,107,76,37,285,often,good,330,0,0,0,1,80,432.14,12,7
1139,female,60000,delivered,1,3,107,76,42,285,not_often,good,330,0,0,0,0,80,143.74,1,7
1140,male,105000,delivered,1,6,107,76,22,405,often,good,450,0,0,0,0,110,225.25,0,7
